id,age,Sex,Occupation,Field,Working Hours,Package,Job Type,Company Type,Marital Status,Location,Cerifications,Education_level,Bonus,Allowances,OverTime Pay,Salary Per Month
132,53,Male,Intermediate,Finance,9 Hr,7 LPA,Hybrid,Product-based Company,Married,City,Lean Six Sigma,PhD,No Bonus,None,₹100/hour,145000 Rs
133,33,Female,Experienced,Finance,2 Hr,13 LPA,Hybrid,Big MNC (Multinational Corporation),Single,City,TensorFlow Developer Certificate,Professional Certification,No Bonus,Multiple Allowances,₹100/hour,145000 Rs
134,52,Male,Experienced,Finance,3 Hr,27 LPA,Full-Time,Contract / Temporary Employment,Married,City,CompTIA Security+,High School,No Bonus,Multiple Allowances,No Overtime,141000 Rs
135,49,Female,Working professional,CA,10 Hr,26 LPA,Hybrid,Outsourcing / Service-based Company,Married,Rural,Cisco CCNA,Diploma,No Bonus,Multiple Allowances,₹200/hour,37000 Rs
136,46,Female,Experienced,Digital marketing,10 Hr,5 LPA,Full-Time,Startup (early-stage),Married,Rural,TensorFlow Developer Certificate,Master's Degree,No Bonus,None,₹300/hour,53000 Rs
137,35,Male,Fresher,CA,6 Hr,9 LPA,Full-Time,Government Organization,Single,Metro,CompTIA Security+,Master's Degree,"₹20,000 - ₹50,000",Housing Allowance,No Overtime,75000 Rs
138,28,Female,Experienced,IT,8 Hr,16 LPA,Hybrid,Government Organization,Single,Rural,AWS Certified Solutions Architect,Diploma,"₹20,000 - ₹50,000",Internet Allowance,Fixed Monthly Overtime Bonus,95000 Rs
139,55,Male,Working professional,Finance,6 Hr,10 LPA,Hybrid,Consultancy Firm,Divorced,City,CFA (Chartered Financial Analyst),Bachelor's Degree,No Bonus,Food Allowance,₹300/hour,67000 Rs
140,68,Female,Intermediate,Digital marketing,4 Hr,27 LPA,Full-Time,Non-Profit / NGO,Divorced,City,TensorFlow Developer Certificate,Bachelor's Degree,"₹20,000 - ₹50,000",Internet Allowance,₹100/hour,45000 Rs
141,21,Female,Experienced,Finance,10 Hr,14 LPA,Hybrid,Government Organization,Single,City,Microsoft Azure Fundamentals,High School,"₹20,000 - ₹50,000",None,Fixed Monthly Overtime Bonus,25000 Rs
142,21,Female,Experienced,Finance,9 Hr,28 LPA,Full-Time,Small Business / Local Firm,Married,Rural,TensorFlow Developer Certificate,Diploma,No Bonus,Travel Allowance,No Overtime,57000 Rs
143,21,Female,Fresher,Digital marketing,6 Hr,6 LPA,Hybrid,Large Enterprise,Divorced,Metro,Oracle Certified Java Programmer,PhD,No Bonus,Food Allowance,No Overtime,51000 Rs
144,22,Female,Working professional,IT,7 Hr,14 LPA,Full-Time,Large Enterprise,Single,Rural,PMP (Project Management Professional),High School,"₹5,000 - ₹20,000",Internet Allowance,Compensatory Off (No extra pay),149000 Rs
145,33,Male,Fresher,IT,4 Hr,28 LPA,Full-Time,Contract / Temporary Employment,Divorced,Rural,Oracle Certified Java Programmer,Master's Degree,"₹5,000 - ₹20,000",Internet Allowance,Fixed Monthly Overtime Bonus,145000 Rs
146,41,Female,Working professional,Finance,9 Hr,8 LPA,Remote,Scale-up (growing startup),Married,Rural,CFA (Chartered Financial Analyst),Master's Degree,"₹5,000 - ₹20,000",Multiple Allowances,₹300/hour,109000 Rs
147,64,Female,Experienced,Finance,8 Hr,23 LPA,Hybrid,Outsourcing / Service-based Company,Single,Rural,Oracle Certified Java Programmer,High School,No Bonus,Food Allowance,Fixed Monthly Overtime Bonus,99000 Rs
148,24,Female,Fresher,IT,5 Hr,16 LPA,Full-Time,Outsourcing / Service-based Company,Single,Rural,Google Cloud Professional Engineer,PhD,No Bonus,Travel Allowance,Compensatory Off (No extra pay),85000 Rs
149,58,Female,Intermediate,Digital marketing,10 Hr,15 LPA,Hybrid,Big MNC (Multinational Corporation),Single,City,CFA (Chartered Financial Analyst),High School,"₹20,000 - ₹50,000",Company Car,₹300/hour,65000 Rs
150,25,Male,Working professional,IT,2 Hr,12 LPA,Remote,Outsourcing / Service-based Company,Single,Metro,Microsoft Azure Fundamentals,High School,No Bonus,Medical Allowance,₹100/hour,91000 Rs
151,67,Male,Fresher,IT,5 Hr,9 LPA,Remote,Outsourcing / Service-based Company,Single,Metro,CFA (Chartered Financial Analyst),High School,"₹20,000 - ₹50,000",Multiple Allowances,Fixed Monthly Overtime Bonus,61000 Rs
152,54,Male,Intermediate,CA,5 Hr,9 LPA,Remote,Product-based Company,Married,Metro,Lean Six Sigma,Master's Degree,"₹5,000 - ₹20,000",Housing Allowance,₹300/hour,83000 Rs
153,65,Male,Fresher,Finance,2 Hr,16 LPA,Full-Time,Startup (early-stage),Divorced,Metro,Microsoft Azure Fundamentals,High School,No Bonus,None,₹200/hour,49000 Rs
154,52,Male,Fresher,Digital marketing,2 Hr,22 LPA,Full-Time,Small Business / Local Firm,Divorced,Metro,CompTIA Security+,Diploma,"₹5,000 - ₹20,000",Food Allowance,Fixed Monthly Overtime Bonus,149000 Rs
155,70,Male,Working professional,Finance,1 Hr,24 LPA,Full-Time,Freelancing / Self-employed,Married,City,Oracle Certified Java Programmer,Diploma,"₹5,000 - ₹20,000",Housing Allowance,No Overtime,149000 Rs
156,18,Male,Intermediate,CA,1 Hr,26 LPA,Full-Time,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,Metro,Oracle Certified Java Programmer,Bachelor's Degree,"₹5,000 - ₹20,000",Company Car,Fixed Monthly Overtime Bonus,123000 Rs
157,47,Male,Experienced,Digital marketing,6 Hr,29 LPA,Remote,Large Enterprise,Married,Metro,Google Cloud Professional Engineer,Master's Degree,"₹5,000 - ₹20,000",Company Car,₹300/hour,97000 Rs
158,53,Male,Fresher,CA,7 Hr,17 LPA,Hybrid,Non-Profit / NGO,Married,City,PMP (Project Management Professional),Master's Degree,"₹5,000 - ₹20,000",Medical Allowance,₹100/hour,93000 Rs
159,63,Male,Fresher,Digital marketing,9 Hr,17 LPA,Hybrid,Consultancy Firm,Divorced,Rural,CFA (Chartered Financial Analyst),Master's Degree,"₹20,000 - ₹50,000",Company Car,₹100/hour,127000 Rs
160,68,Female,Experienced,CA,2 Hr,5 LPA,Full-Time,Outsourcing / Service-based Company,Divorced,Rural,AWS Certified Solutions Architect,Bachelor's Degree,No Bonus,None,Fixed Monthly Overtime Bonus,77000 Rs
161,29,Female,Working professional,Digital marketing,4 Hr,18 LPA,Full-Time,Scale-up (growing startup),Single,City,Microsoft Azure Fundamentals,Master's Degree,No Bonus,Multiple Allowances,₹100/hour,67000 Rs
162,57,Female,Working professional,Finance,9 Hr,12 LPA,Full-Time,Big MNC (Multinational Corporation),Single,Rural,Oracle Certified Java Programmer,Professional Certification,"₹5,000 - ₹20,000",Internet Allowance,No Overtime,149000 Rs
163,39,Female,Intermediate,CA,10 Hr,17 LPA,Hybrid,Consultancy Firm,Married,City,CompTIA Security+,Bachelor's Degree,"₹20,000 - ₹50,000",Food Allowance,₹100/hour,39000 Rs
164,44,Female,Experienced,Digital marketing,9 Hr,18 LPA,Full-Time,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,Rural,Google Cloud Professional Engineer,PhD,No Bonus,Medical Allowance,No Overtime,55000 Rs
165,67,Female,Working professional,Finance,3 Hr,16 LPA,Remote,Startup (early-stage),Divorced,Rural,Lean Six Sigma,PhD,"₹20,000 - ₹50,000",None,No Overtime,35000 Rs
166,48,Female,Working professional,Finance,5 Hr,9 LPA,Hybrid,Scale-up (growing startup),Divorced,Metro,PMP (Project Management Professional),Master's Degree,"₹5,000 - ₹20,000",Housing Allowance,₹100/hour,99000 Rs
167,21,Male,Experienced,IT,7 Hr,22 LPA,Full-Time,Consultancy Firm,Divorced,Rural,Cisco CCNA,Master's Degree,No Bonus,Travel Allowance,₹100/hour,81000 Rs
168,21,Male,Working professional,CA,7 Hr,28 LPA,Full-Time,Mid-sized Company,Single,Rural,Cisco CCNA,High School,No Bonus,Housing Allowance,₹200/hour,71000 Rs
169,70,Female,Experienced,CA,6 Hr,26 LPA,Full-Time,Big MNC (Multinational Corporation),Married,City,Microsoft Azure Fundamentals,High School,"₹5,000 - ₹20,000",Travel Allowance,₹100/hour,43000 Rs
170,21,Male,Working professional,Digital marketing,2 Hr,19 LPA,Hybrid,Small Business / Local Firm,Divorced,Metro,Cisco CCNA,Bachelor's Degree,"₹20,000 - ₹50,000",Company Car,₹200/hour,123000 Rs
171,48,Male,Intermediate,Finance,8 Hr,14 LPA,Remote,Outsourcing / Service-based Company,Divorced,Metro,Oracle Certified Java Programmer,Diploma,"₹5,000 - ₹20,000",Internet Allowance,₹300/hour,25000 Rs
172,65,Female,Working professional,CA,6 Hr,19 LPA,Remote,Mid-sized Company,Single,Rural,AWS Certified Solutions Architect,Master's Degree,"₹5,000 - ₹20,000",Multiple Allowances,₹300/hour,61000 Rs
173,57,Male,Intermediate,CA,9 Hr,16 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Rural,Lean Six Sigma,Master's Degree,"₹5,000 - ₹20,000",Multiple Allowances,₹300/hour,69000 Rs
174,39,Female,Working professional,CA,8 Hr,16 LPA,Full-Time,Outsourcing / Service-based Company,Divorced,Metro,Oracle Certified Java Programmer,PhD,"₹5,000 - ₹20,000",Medical Allowance,Fixed Monthly Overtime Bonus,39000 Rs
175,53,Male,Experienced,Digital marketing,1 Hr,5 LPA,Remote,Big MNC (Multinational Corporation),Married,Metro,Lean Six Sigma,Bachelor's Degree,"₹20,000 - ₹50,000",Housing Allowance,Compensatory Off (No extra pay),115000 Rs
176,34,Female,Experienced,CA,3 Hr,11 LPA,Remote,Consultancy Firm,Divorced,City,AWS Certified Solutions Architect,High School,No Bonus,Housing Allowance,Compensatory Off (No extra pay),95000 Rs
177,28,Female,Experienced,IT,1 Hr,25 LPA,Hybrid,Contract / Temporary Employment,Married,Rural,CFA (Chartered Financial Analyst),PhD,"₹5,000 - ₹20,000",Travel Allowance,No Overtime,123000 Rs
178,35,Female,Intermediate,Finance,2 Hr,20 LPA,Full-Time,Outsourcing / Service-based Company,Single,Rural,Certified Data Scientist,Bachelor's Degree,"₹20,000 - ₹50,000",Company Car,Fixed Monthly Overtime Bonus,149000 Rs
179,48,Female,Intermediate,Digital marketing,3 Hr,27 LPA,Hybrid,Outsourcing / Service-based Company,Single,Metro,TensorFlow Developer Certificate,Professional Certification,"₹20,000 - ₹50,000",None,₹100/hour,131000 Rs
180,68,Male,Experienced,Finance,7 Hr,25 LPA,Remote,Non-Profit / NGO,Single,Metro,Microsoft Azure Fundamentals,High School,"₹20,000 - ₹50,000",Medical Allowance,₹200/hour,147000 Rs
181,67,Male,Working professional,Digital marketing,8 Hr,8 LPA,Full-Time,Freelancing / Self-employed,Divorced,Metro,AWS Certified Solutions Architect,Professional Certification,No Bonus,Housing Allowance,No Overtime,77000 Rs
182,27,Female,Working professional,Digital marketing,8 Hr,27 LPA,Full-Time,Mid-sized Company,Married,Metro,CompTIA Security+,Bachelor's Degree,No Bonus,Travel Allowance,Fixed Monthly Overtime Bonus,77000 Rs
183,23,Male,Fresher,IT,3 Hr,30 LPA,Full-Time,Outsourcing / Service-based Company,Married,Rural,CompTIA Security+,Diploma,"₹20,000 - ₹50,000",Internet Allowance,No Overtime,87000 Rs
184,35,Male,Experienced,Finance,9 Hr,18 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Married,City,Certified Data Scientist,Bachelor's Degree,"₹20,000 - ₹50,000",Food Allowance,₹200/hour,89000 Rs
185,37,Male,Fresher,IT,1 Hr,26 LPA,Full-Time,Large Enterprise,Divorced,Metro,AWS Certified Solutions Architect,Professional Certification,No Bonus,Medical Allowance,Compensatory Off (No extra pay),85000 Rs
186,38,Female,Working professional,CA,1 Hr,16 LPA,Full-Time,Contract / Temporary Employment,Divorced,Metro,CompTIA Security+,PhD,"₹5,000 - ₹20,000",Company Car,Compensatory Off (No extra pay),131000 Rs
187,39,Male,Experienced,Digital marketing,4 Hr,22 LPA,Full-Time,Product-based Company,Married,City,Microsoft Azure Fundamentals,Professional Certification,"₹5,000 - ₹20,000",Company Car,₹200/hour,51000 Rs
188,28,Female,Intermediate,Digital marketing,8 Hr,23 LPA,Full-Time,Small Business / Local Firm,Single,City,AWS Certified Solutions Architect,Bachelor's Degree,"₹5,000 - ₹20,000",Medical Allowance,Fixed Monthly Overtime Bonus,53000 Rs
189,26,Female,Intermediate,IT,10 Hr,9 LPA,Hybrid,Consultancy Firm,Single,Metro,Certified Data Scientist,Bachelor's Degree,No Bonus,None,₹300/hour,53000 Rs
190,28,Female,Experienced,Finance,9 Hr,13 LPA,Remote,Contract / Temporary Employment,Single,Metro,AWS Certified Solutions Architect,Professional Certification,"₹20,000 - ₹50,000",None,₹200/hour,65000 Rs
191,34,Female,Experienced,IT,8 Hr,7 LPA,Remote,Mid-sized Company,Divorced,Rural,Certified Data Scientist,PhD,No Bonus,None,₹300/hour,147000 Rs
192,47,Male,Intermediate,CA,8 Hr,21 LPA,Full-Time,Mid-sized Company,Single,Rural,TensorFlow Developer Certificate,Bachelor's Degree,No Bonus,Housing Allowance,Compensatory Off (No extra pay),135000 Rs
193,39,Female,Experienced,CA,3 Hr,25 LPA,Full-Time,Large Enterprise,Divorced,Metro,CompTIA Security+,High School,"₹20,000 - ₹50,000",Company Car,₹100/hour,85000 Rs
194,22,Female,Intermediate,IT,4 Hr,19 LPA,Full-Time,Consultancy Firm,Single,Rural,Google Cloud Professional Engineer,Professional Certification,No Bonus,None,₹100/hour,59000 Rs
195,56,Male,Working professional,CA,1 Hr,13 LPA,Remote,Non-Profit / NGO,Single,City,AWS Certified Solutions Architect,Diploma,"₹5,000 - ₹20,000",None,Compensatory Off (No extra pay),95000 Rs
196,51,Female,Intermediate,CA,1 Hr,29 LPA,Full-Time,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,Rural,PMP (Project Management Professional),PhD,"₹20,000 - ₹50,000",Travel Allowance,₹100/hour,93000 Rs
197,57,Male,Experienced,Digital marketing,6 Hr,16 LPA,Hybrid,Big MNC (Multinational Corporation),Married,Metro,Certified Data Scientist,High School,"₹5,000 - ₹20,000",Travel Allowance,Fixed Monthly Overtime Bonus,49000 Rs
198,46,Male,Working professional,IT,4 Hr,30 LPA,Full-Time,Outsourcing / Service-based Company,Married,Rural,CFA (Chartered Financial Analyst),PhD,No Bonus,Internet Allowance,Fixed Monthly Overtime Bonus,139000 Rs
199,36,Male,Experienced,CA,3 Hr,17 LPA,Full-Time,Outsourcing / Service-based Company,Single,Metro,Oracle Certified Java Programmer,Master's Degree,"₹5,000 - ₹20,000",Medical Allowance,Compensatory Off (No extra pay),89000 Rs
200,67,Female,Working professional,IT,3 Hr,15 LPA,Remote,Government Organization,Single,Metro,AWS Certified Solutions Architect,Bachelor's Degree,"₹20,000 - ₹50,000",Medical Allowance,Compensatory Off (No extra pay),109000 Rs
201,38,Male,Experienced,CA,2 Hr,13 LPA,Hybrid,Product-based Company,Divorced,City,Oracle Certified Java Programmer,PhD,"₹5,000 - ₹20,000",Internet Allowance,₹100/hour,149000 Rs
202,32,Female,Experienced,Digital marketing,3 Hr,10 LPA,Hybrid,Large Enterprise,Married,Metro,Cisco CCNA,PhD,No Bonus,Multiple Allowances,Compensatory Off (No extra pay),121000 Rs
203,53,Male,Intermediate,Digital marketing,6 Hr,10 LPA,Remote,Government Organization,Married,Rural,TensorFlow Developer Certificate,Professional Certification,No Bonus,Company Car,₹300/hour,61000 Rs
204,22,Female,Intermediate,IT,2 Hr,14 LPA,Hybrid,Government Organization,Married,City,AWS Certified Solutions Architect,Diploma,No Bonus,Medical Allowance,Fixed Monthly Overtime Bonus,131000 Rs
205,48,Male,Experienced,Digital marketing,4 Hr,17 LPA,Full-Time,Government Organization,Married,Metro,Microsoft Azure Fundamentals,PhD,"₹5,000 - ₹20,000",Multiple Allowances,No Overtime,125000 Rs
206,55,Female,Experienced,CA,8 Hr,9 LPA,Hybrid,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Married,Rural,AWS Certified Solutions Architect,Bachelor's Degree,"₹5,000 - ₹20,000",None,Compensatory Off (No extra pay),69000 Rs
207,55,Male,Fresher,Digital marketing,10 Hr,5 LPA,Remote,Big MNC (Multinational Corporation),Divorced,City,Google Cloud Professional Engineer,Diploma,"₹5,000 - ₹20,000",Company Car,Compensatory Off (No extra pay),125000 Rs
208,56,Male,Intermediate,CA,6 Hr,14 LPA,Hybrid,Mid-sized Company,Married,City,Cisco CCNA,Master's Degree,"₹5,000 - ₹20,000",Medical Allowance,₹300/hour,25000 Rs
209,41,Male,Working professional,Finance,9 Hr,10 LPA,Full-Time,Startup (early-stage),Divorced,Metro,PMP (Project Management Professional),PhD,"₹5,000 - ₹20,000",Company Car,₹200/hour,137000 Rs
210,70,Female,Intermediate,Digital marketing,3 Hr,6 LPA,Hybrid,Startup (early-stage),Married,City,AWS Certified Solutions Architect,Professional Certification,"₹5,000 - ₹20,000",Medical Allowance,Compensatory Off (No extra pay),125000 Rs
211,70,Male,Experienced,CA,3 Hr,9 LPA,Full-Time,Non-Profit / NGO,Married,Rural,Oracle Certified Java Programmer,Bachelor's Degree,"₹20,000 - ₹50,000",Travel Allowance,Fixed Monthly Overtime Bonus,115000 Rs
212,40,Male,Intermediate,IT,10 Hr,25 LPA,Full-Time,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,City,AWS Certified Solutions Architect,Bachelor's Degree,"₹5,000 - ₹20,000",Housing Allowance,₹200/hour,149000 Rs
213,38,Male,Working professional,Finance,5 Hr,28 LPA,Hybrid,Big MNC (Multinational Corporation),Divorced,City,CompTIA Security+,Professional Certification,No Bonus,Company Car,₹300/hour,83000 Rs
214,58,Female,Working professional,Finance,2 Hr,20 LPA,Remote,Scale-up (growing startup),Divorced,City,Cisco CCNA,Bachelor's Degree,"₹20,000 - ₹50,000",Travel Allowance,No Overtime,63000 Rs
215,28,Female,Intermediate,CA,4 Hr,10 LPA,Remote,Non-Profit / NGO,Married,Metro,Cisco CCNA,Master's Degree,"₹5,000 - ₹20,000",None,Compensatory Off (No extra pay),139000 Rs
216,39,Male,Experienced,IT,2 Hr,26 LPA,Hybrid,Freelancing / Self-employed,Single,Metro,PMP (Project Management Professional),High School,No Bonus,Medical Allowance,No Overtime,85000 Rs
217,53,Male,Fresher,IT,2 Hr,30 LPA,Remote,Contract / Temporary Employment,Single,Metro,PMP (Project Management Professional),Master's Degree,"₹5,000 - ₹20,000",Multiple Allowances,₹200/hour,145000 Rs
218,33,Male,Working professional,Finance,9 Hr,29 LPA,Full-Time,Consultancy Firm,Divorced,City,Oracle Certified Java Programmer,High School,"₹20,000 - ₹50,000",Internet Allowance,₹300/hour,37000 Rs
219,65,Male,Experienced,CA,3 Hr,6 LPA,Hybrid,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,City,CompTIA Security+,High School,No Bonus,Company Car,No Overtime,113000 Rs
220,37,Female,Working professional,Digital marketing,3 Hr,16 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Metro,TensorFlow Developer Certificate,PhD,"₹5,000 - ₹20,000",None,Fixed Monthly Overtime Bonus,55000 Rs
221,67,Male,Working professional,Finance,2 Hr,5 LPA,Full-Time,Small Business / Local Firm,Divorced,Metro,AWS Certified Solutions Architect,PhD,No Bonus,Food Allowance,₹200/hour,91000 Rs
222,59,Female,Fresher,Digital marketing,3 Hr,11 LPA,Full-Time,Big MNC (Multinational Corporation),Divorced,Rural,Cisco CCNA,Diploma,"₹5,000 - ₹20,000",None,₹200/hour,31000 Rs
223,43,Female,Intermediate,Finance,3 Hr,12 LPA,Hybrid,Contract / Temporary Employment,Divorced,City,CFA (Chartered Financial Analyst),Master's Degree,"₹20,000 - ₹50,000",None,Fixed Monthly Overtime Bonus,97000 Rs
224,68,Male,Fresher,IT,6 Hr,20 LPA,Full-Time,Product-based Company,Single,Rural,CompTIA Security+,Master's Degree,"₹5,000 - ₹20,000",Multiple Allowances,₹300/hour,81000 Rs
